file/clean\text_0.txt,clean
file/clean\text_100015.txt,clean
file/clean\text_100016.txt,clean
file/clean\text_100017.txt,clean
file/clean\text_100027.txt,clean
file/clean\text_100028.txt,clean
file/clean\text_10004.txt,clean
file/clean\text_100055.txt,clean
file/clean\text_100067.txt,clean
file/clean\text_100069.txt,clean
file/clean\text_100089.txt,clean
file/clean\text_100097.txt,clean
file/clean\text_100105.txt,clean
file/clean\text_100106.txt,clean
file/clean\text_100110.txt,clean
file/clean\text_100114.txt,clean
file/clean\text_10012.txt,clean
file/clean\text_100124.txt,clean
file/clean\text_100130.txt,clean
file/clean\text_100144.txt,clean
file/clean\text_100162.txt,clean
file/clean\text_100163.txt,clean
file/clean\text_100165.txt,clean
file/clean\text_100171.txt,clean
file/clean\text_100172.txt,clean
file/clean\text_100185.txt,clean
file/clean\text_100188.txt,clean
file/clean\text_100193.txt,clean
file/clean\text_100197.txt,clean
file/clean\text_100206.txt,clean
file/clean\text_100208.txt,clean
file/clean\text_10021.txt,clean
file/clean\text_100226.txt,clean
file/clean\text_100239.txt,clean
file/clean\text_100240.txt,clean
file/clean\text_10025.txt,clean
file/clean\text_100260.txt,clean
file/clean\text_10027.txt,clean
file/clean\text_100275.txt,clean
file/clean\text_100287.txt,clean
file/clean\text_10029.txt,clean
file/clean\text_100290.txt,clean
file/clean\text_100292.txt,clean
file/clean\text_100298.txt,clean
file/clean\text_100317.txt,clean
file/clean\text_100325.txt,clean
file/clean\text_100338.txt,clean
file/clean\text_100342.txt,clean
file/clean\text_100350.txt,clean
file/clean\text_100353.txt,clean
file/clean\text_100355.txt,clean
file/clean\text_100358.txt,clean
file/clean\text_100359.txt,clean
file/clean\text_100369.txt,clean
file/clean\text_100393.txt,clean
file/clean\text_100403.txt,clean
file/clean\text_100404.txt,clean
file/clean\text_100410.txt,clean
file/clean\text_100418.txt,clean
file/clean\text_100428.txt,clean
file/clean\text_100429.txt,clean
file/clean\text_100430.txt,clean
file/clean\text_100441.txt,clean
file/clean\text_100445.txt,clean
file/clean\text_100448.txt,clean
file/clean\text_100455.txt,clean
file/clean\text_100466.txt,clean
file/clean\text_100473.txt,clean
file/clean\text_100474.txt,clean
file/clean\text_100480.txt,clean
file/clean\text_100482.txt,clean
file/clean\text_100490.txt,clean
file/clean\text_100524.txt,clean
file/clean\text_100529.txt,clean
file/clean\text_100541.txt,clean
file/clean\text_100544.txt,clean
file/clean\text_100548.txt,clean
file/clean\text_100565.txt,clean
file/clean\text_100566.txt,clean
file/clean\text_100582.txt,clean
file/clean\text_100585.txt,clean
file/clean\text_100586.txt,clean
file/clean\text_100592.txt,clean
file/clean\text_1006.txt,clean
file/clean\text_100601.txt,clean
file/clean\text_100614.txt,clean
file/clean\text_100615.txt,clean
file/clean\text_100617.txt,clean
file/clean\text_100621.txt,clean
file/clean\text_100623.txt,clean
file/clean\text_100625.txt,clean
file/clean\text_100627.txt,clean
file/clean\text_10063.txt,clean
file/clean\text_100637.txt,clean
file/clean\text_100640.txt,clean
file/clean\text_100643.txt,clean
file/clean\text_100653.txt,clean
file/clean\text_100665.txt,clean
file/clean\text_100670.txt,clean
file/clean\text_10068.txt,clean
file/clean\text_100683.txt,clean
file/clean\text_100684.txt,clean
file/clean\text_100697.txt,clean
file/clean\text_100698.txt,clean
file/clean\text_100708.txt,clean
file/clean\text_100725.txt,clean
file/clean\text_100731.txt,clean
file/clean\text_10074.txt,clean
file/clean\text_100763.txt,clean
file/clean\text_10077.txt,clean
file/clean\text_100781.txt,clean
file/clean\text_100787.txt,clean
file/clean\text_10080.txt,clean
file/clean\text_100803.txt,clean
file/clean\text_100806.txt,clean
file/clean\text_100812.txt,clean
file/clean\text_100816.txt,clean
file/clean\text_100820.txt,clean
file/clean\text_100828.txt,clean
file/clean\text_100832.txt,clean
file/clean\text_100835.txt,clean
file/clean\text_100838.txt,clean
file/clean\text_100841.txt,clean
file/clean\text_100850.txt,clean
file/clean\text_100858.txt,clean
file/clean\text_100886.txt,clean
file/clean\text_100900.txt,clean
file/clean\text_100919.txt,clean
file/clean\text_100929.txt,clean
file/clean\text_100934.txt,clean
file/clean\text_100937.txt,clean
file/clean\text_100943.txt,clean
file/clean\text_100949.txt,clean
file/clean\text_100953.txt,clean
file/clean\text_100956.txt,clean
file/clean\text_100960.txt,clean
file/clean\text_100964.txt,clean
file/clean\text_10098.txt,clean
file/clean\text_100996.txt,clean
file/clean\text_101002.txt,clean
file/clean\text_101004.txt,clean
file/clean\text_101009.txt,clean
file/clean\text_101016.txt,clean
file/clean\text_101026.txt,clean
file/clean\text_101035.txt,clean
file/clean\text_101036.txt,clean
file/clean\text_101047.txt,clean
file/clean\text_101061.txt,clean
file/clean\text_101063.txt,clean
file/clean\text_101071.txt,clean
file/clean\text_101073.txt,clean
file/clean\text_101090.txt,clean
file/clean\text_101104.txt,clean
file/clean\text_101106.txt,clean
file/clean\text_101107.txt,clean
file/clean\text_101111.txt,clean
file/clean\text_101124.txt,clean
file/clean\text_101126.txt,clean
file/clean\text_101128.txt,clean
file/clean\text_101130.txt,clean
file/clean\text_101144.txt,clean
file/clean\text_101156.txt,clean
file/clean\text_101162.txt,clean
file/clean\text_101165.txt,clean
file/clean\text_101169.txt,clean
file/clean\text_101183.txt,clean
file/clean\text_101184.txt,clean
file/clean\text_1012.txt,clean
file/clean\text_10120.txt,clean
file/clean\text_101202.txt,clean
file/clean\text_101206.txt,clean
file/clean\text_101219.txt,clean
file/clean\text_101243.txt,clean
file/clean\text_101244.txt,clean
file/clean\text_101254.txt,clean
file/clean\text_101264.txt,clean
file/clean\text_101265.txt,clean
file/clean\text_101266.txt,clean
file/clean\text_101269.txt,clean
file/clean\text_101277.txt,clean
file/clean\text_101282.txt,clean
file/clean\text_101287.txt,clean
file/clean\text_101305.txt,clean
file/clean\text_10131.txt,clean
file/clean\text_101313.txt,clean
file/clean\text_101320.txt,clean
file/clean\text_10135.txt,clean
file/clean\text_101358.txt,clean
file/clean\text_101365.txt,clean
file/clean\text_101366.txt,clean
file/clean\text_101370.txt,clean
file/clean\text_101373.txt,clean
file/clean\text_101380.txt,clean
file/clean\text_101382.txt,clean
file/clean\text_10139.txt,clean
file/clean\text_101393.txt,clean
file/clean\text_101409.txt,clean
file/clean\text_101419.txt,clean
file/clean\text_101432.txt,clean
file/clean\text_10144.txt,clean
file/clean\text_101440.txt,clean
file/clean\text_101449.txt,clean
file/clean\text_101450.txt,clean
file/clean\text_10146.txt,clean
file/clean\text_101465.txt,clean
file/clean\text_101468.txt,clean
file/clean\text_101470.txt,clean
file/clean\text_101496.txt,clean
file/clean\text_101512.txt,clean
file/clean\text_10152.txt,clean
file/clean\text_101520.txt,clean
file/clean\text_101528.txt,clean
file/clean\text_101537.txt,clean
file/clean\text_101554.txt,clean
file/clean\text_101560.txt,clean
file/clean\text_101577.txt,clean
file/clean\text_101586.txt,clean
file/clean\text_101608.txt,clean
file/clean\text_101613.txt,clean
file/clean\text_101617.txt,clean
file/clean\text_101622.txt,clean
file/clean\text_10163.txt,clean
file/clean\text_101633.txt,clean
file/clean\text_101642.txt,clean
file/clean\text_101647.txt,clean
file/clean\text_101653.txt,clean
file/clean\text_101659.txt,clean
file/clean\text_101663.txt,clean
file/clean\text_101676.txt,clean
file/clean\text_101682.txt,clean
file/clean\text_101687.txt,clean
file/clean\text_101690.txt,clean
file/clean\text_101697.txt,clean
file/clean\text_101728.txt,clean
file/clean\text_101729.txt,clean
file/clean\text_101730.txt,clean
file/clean\text_101734.txt,clean
file/clean\text_101737.txt,clean
file/clean\text_101745.txt,clean
file/clean\text_101773.txt,clean
